name,value,timeunit,lastValue,rank,dist,diff
therock,1,9.0,1,45,0.92,1
tibonos,1,9.0,1,46,0.92,1
tintumon,1,9.0,1,47,0.92,1
toad,1,9.0,1,48,0.92,1
wes,1,9.0,1,49,0.92,1
xujian,1,9.0,1,50,0.92,1
zillion,1,9.0,1,51,0.92,1
acf,1,10.0,1,1,0.92,1
alphabit_fund,1,10.0,1,2,0.92,1
anamix,1,10.0,1,3,0.92,1
ararat,1,10.0,1,4,0.92,1
arc,1,10.0,1,5,0.92,1
ares,1,10.0,1,6,0.92,1
arkimedes,1,10.0,1,7,0.92,1
arknet,1,10.0,1,8,0.92,1
arkpool,1,10.0,1,9,0.92,1
arktipbot,1,10.0,1,10,0.92,1
arky,1,10.0,1,11,0.92,1
atreides_wannabe,1,10.0,1,12,0.92,1
axi,1,10.0,1,13,0.92,1
bangomatic,1,10.0,1,14,0.92,1
bioly,1,10.0,1,15,0.92,1
chiiky_2,1,10.0,1,16,0.92,1
chris,1,10.0,0,17,0.92,1
corsaro,1,10.0,1,18,0.92,1
dafty,1,10.0,1,19,0.92,1
digitron,1,10.0,1,20,0.92,1
doc,1,10.0,1,21,0.92,1
doom,1,10.0,1,22,0.92,1
emotive_ark,1,10.0,1,23,0.92,1
forginator,1,10.0,1,24,0.92,1
ghostfaceuk,1,10.0,1,25,0.92,1
gr33ndrag0n,1,10.0,1,26,0.92,1
hagie,1,10.0,1,27,0.92,1
heliohash,1,10.0,1,28,0.92,1
jamiec79,1,10.0,1,29,0.92,1
jarunik,1,10.0,1,30,0.92,1
jiraffes,1,10.0,1,31,0.92,1
kiashaan,1,10.0,1,32,0.92,1
kolap,1,10.0,1,33,0.92,1
mr.arklife,1,10.0,1,34,0.92,1
natalie,1,10.0,1,35,0.92,1
pitbull,1,10.0,1,36,0.92,1
rasputin,1,10.0,1,37,0.92,1
ravelou,1,10.0,1,38,0.92,1
realnoah,1,10.0,1,39,0.92,1
samuray,1,10.0,1,40,0.92,1
seatrips,1,10.0,1,41,0.92,1
sidzero,1,10.0,1,42,0.92,1
smartthings,1,10.0,1,43,0.92,1
someonesomeone,1,10.0,1,44,0.92,1
therock,1,10.0,1,45,0.92,1
tibonos,1,10.0,1,46,0.92,1
tintumon,1,10.0,1,47,0.92,1
toad,1,10.0,1,48,0.92,1
wes,1,10.0,1,49,0.92,1
xujian,1,10.0,1,50,0.92,1
zillion,1,10.0,1,51,0.92,1
acf,1,11.0,1,1,0.96,1
alphabit_fund,1,11.0,1,2,0.96,1
anamix,1,11.0,1,3,0.96,1
ararat,1,11.0,1,4,0.96,1
arc,1,11.0,1,5,0.96,1
ares,1,11.0,1,6,0.96,1
arkimedes,1,11.0,1,7,0.96,1
arknet,1,11.0,1,8,0.96,1
arkpool,1,11.0,1,9,0.96,1
arktipbot,1,11.0,1,10,0.96,1
arky,1,11.0,1,11,0.96,1
atreides_wannabe,1,11.0,1,12,0.96,1
axi,1,11.0,1,13,0.96,1
bangomatic,1,11.0,1,14,0.96,1
bioly,1,11.0,1,15,0.96,1
chiiky_2,1,11.0,1,16,0.96,1
chris,1,11.0,1,17,0.96,1
corsaro,1,11.0,1,18,0.96,1
dafty,1,11.0,1,19,0.96,1
digitron,1,11.0,1,20,0.96,1
doc,1,11.0,1,21,0.96,1
doom,1,11.0,1,22,0.96,1
emotive_ark,1,11.0,1,23,0.96,1
forginator,1,11.0,1,24,0.96,1
ghostfaceuk,1,11.0,1,25,0.96,1
gr33ndrag0n,1,11.0,1,26,0.96,1
hagie,1,11.0,1,27,0.96,1
heliohash,1,11.0,1,28,0.96,1
jamiec79,1,11.0,1,29,0.96,1
jarunik,1,11.0,1,30,0.96,1
jiraffes,1,11.0,1,31,0.96,1
kiashaan,1,11.0,1,32,0.96,1
kolap,1,11.0,1,33,0.96,1
mr.arklife,1,11.0,1,34,0.96,1
natalie,1,11.0,1,35,0.96,1
pitbull,1,11.0,1,36,0.96,1
quarkpool,1,11.0,0,37,0.96,1
rasputin,1,11.0,1,38,0.96,1
ravelou,1,11.0,1,39,0.96,1
realnoah,1,11.0,1,40,0.96,1
samuray,1,11.0,1,41,0.96,1
seatrips,1,11.0,1,42,0.96,1
sidzero,1,11.0,1,43,0.96,1
smartthings,1,11.0,1,44,0.96,1
someonesomeone,1,11.0,1,45,0.96,1
therock,1,11.0,1,46,0.96,1
tibonos,1,11.0,1,47,0.96,1
tintumon,1,11.0,1,48,0.96,1
wes,1,11.0,1,49,0.96,1
xujian,1,11.0,1,50,0.96,1
zillion,1,11.0,1,51,0.96,1
acf,1,12.0,1,1,0.89,2
alphabit_fund,1,12.0,1,2,0.89,2
ararat,1,12.0,1,3,0.89,2
arc,1,12.0,1,4,0.89,2
ares,1,12.0,1,5,0.89,2
arkimedes,1,12.0,1,6,0.89,2
arknet,1,12.0,1,7,0.89,2
arkpool,1,12.0,1,8,0.89,2
arktipbot,1,12.0,1,9,0.89,2
arky,1,12.0,1,10,0.89,2
atreides_wannabe,1,12.0,1,11,0.89,2
axi,1,12.0,1,12,0.89,2
bangomatic,1,12.0,1,13,0.89,2
bbclubark,1,12.0,0,14,0.89,2
bioly,1,12.0,1,15,0.89,2
biz,1,12.0,0,16,0.89,2
chiiky_2,1,12.0,1,17,0.89,2
chris,1,12.0,1,18,0.89,2
corsaro,1,12.0,1,19,0.89,2
dafty,1,12.0,1,20,0.89,2
digitron,1,12.0,1,21,0.89,2
doc,1,12.0,1,22,0.89,2
doom,1,12.0,1,23,0.89,2
emotive_ark,1,12.0,1,24,0.89,2
forginator,1,12.0,1,25,0.89,2
ghostfaceuk,1,12.0,1,26,0.89,2
gr33ndrag0n,1,12.0,1,27,0.89,2
hagie,1,12.0,1,28,0.89,2
jamiec79,1,12.0,1,29,0.89,2
jarunik,1,12.0,1,30,0.89,2
jiraffes,1,12.0,1,31,0.89,2
kiashaan,1,12.0,1,32,0.89,2
kolap,1,12.0,1,33,0.89,2
mr.arklife,1,12.0,1,34,0.89,2
natalie,1,12.0,1,35,0.89,2
pitbull,1,12.0,1,36,0.89,2
quarkpool,1,12.0,1,37,0.89,2
rasputin,1,12.0,1,38,0.89,2
ravelou,1,12.0,1,39,0.89,2
realnoah,1,12.0,1,40,0.89,2
seatrips,1,12.0,1,41,0.89,2
sidzero,1,12.0,1,42,0.89,2
smartthings,1,12.0,1,43,0.89,2
someonesomeone,1,12.0,1,44,0.89,2
therock,1,12.0,1,45,0.89,2
tibonos,1,12.0,1,46,0.89,2
tintumon,1,12.0,1,47,0.89,2
toad,1,12.0,1,48,0.89,2
wes,1,12.0,1,49,0.89,2
xujian,1,12.0,1,50,0.89,2
zillion,1,12.0,1,51,0.89,2
alphabit_fund,1,13.0,1,1,0.92,1
ararat,1,13.0,1,2,0.92,1
arc,1,13.0,1,3,0.92,1
ares,1,13.0,1,4,0.92,1
arkimedes,1,13.0,1,5,0.92,1
arknet,1,13.0,1,6,0.92,1
arkpool,1,13.0,1,7,0.92,1
arky,1,13.0,1,8,0.92,1
atreides_wannabe,1,13.0,1,9,0.92,1
axi,1,13.0,1,10,0.92,1
bangomatic,1,13.0,1,11,0.92,1
bbclubark,1,13.0,1,12,0.92,1
bioly,1,13.0,1,13,0.92,1
biz,1,13.0,1,14,0.92,1
chiiky_2,1,13.0,1,15,0.92,1
chris,1,13.0,1,16,0.92,1
corsaro,1,13.0,1,17,0.92,1
dafty,1,13.0,1,18,0.92,1
digitron,1,13.0,1,19,0.92,1
doc,1,13.0,1,20,0.92,1
doom,1,13.0,1,21,0.92,1
dr10,1,13.0,0,22,0.92,1
emotive_ark,1,13.0,1,23,0.92,1
forginator,1,13.0,1,24,0.92,1
ghostfaceuk,1,13.0,1,25,0.92,1
